id,Class,Binary_Predicted,Multiclass_Predicted,Ensemble_Predicted
7062.jpg,Purple,Purple,Purple,Purple
7063.jpg,Purple,Purple,Purple,Purple
7064.jpg,Purple,Purple,Purple,Purple
7065.jpg,Purple,Purple,Purple,Purple
7066.jpg,Red,Red,Red,Red
7067.jfif,Red,Red,Red,Red
7068.jfif,Red,Red,Red,Red
7069.jfif,Red,Red,Red,Red
7070.jpg,Red,Red,Red,Red
7071.jfif,Red,Red,Red,Red
7072.jpeg,Red,Red,Red,Red
7073.jpg,Red,Red,Red,Red
7074.jpg,Red,Red,Red,Red
7075.jpg,Red,Red,Red,Red
7076.jpg,Red,Red,Red,Red
7077.jpg,Red,Yellow,Red,Red
7078.jpg,Green,Green,Green,Green
7079.jpg,Green,Green,Green,Green
7080.jpeg,Green,Green,Green,Green
7081.jpeg,Green,Green,Green,Green
7082.jpeg,Green,Green,Green,Green
7083.jpeg,Green,Green,Green,Green
7084.jpeg,Green,Red,Red,Red
7085.jpeg,Green,Green,Green,Green
7086.jpeg,Green,Green,Red,Green
7087.jpeg,Red,Red,Red,Red
7088.jpg,Red,Red,Red,Red
7089.jpg,Red,Red,Red,Red
7090.jpg,Red,Red,Red,Red
7091.jpg,Red,Red,Red,Red
7092.jpg,Red,Red,Red,Red
7093.jpeg,Red,Red,White,Red
7094.jpeg,Red,Red,Red,Red
7095.jpeg,Red,Red,Red,Red
7096.jpeg,Red,Red,White,Red
7097.jpeg,Red,Red,Red,Red
7098.jpeg,Red,Red,Red,Red
7099.jpg,Red,Red,Red,Red
7100.jpg,Red,Red,Red,Red
7101.jpg,Red,Red,Red,Red
7102.jpg,Red,Red,Red,Red
7103.jpg,Red,Red,Red,Red
7104.jpg,Red,Red,Red,Red
7105.jpg,Red,Red,Red,Red
7106.jpg,Red,Red,Red,Red
7107.jpg,Red,Red,Red,Red
7108.jpg,Red,Red,Red,Red
7109.jpg,Red,Red,Red,Red
7110.jpg,White,White,White,White
7111.jpg,White,White,White,White
7112.jpg,White,White,White,White
7113.jpg,White,White,White,White
7114.jpeg,White,White,White,White
7115.jpeg,White,White,White,White
7116.jpeg,White,White,White,White
7117.jpeg,White,White,White,White
7118.jpeg,White,White,White,White
7120.jpg,Red,Red,Red,Red
7121.jpg,Red,Red,Red,Red
7122.jpg,Red,Red,Red,Red
7123.jpg,Red,Red,Red,Red
7124.jpg,Red,Red,Green,Red
7125.jpg,Red,Red,Red,Red
7126.jpg,Red,Red,Red,Red
7127.jpg,Red,Red,Red,Red
7128.jpg,Red,Green,Green,Green
7129.jpg,Red,Green,Red,Green
7130.jpg,Red,Red,Red,Red
7131.jpg,Red,Red,Red,Red
7137.jpeg,White,White,White,White
7138.jpeg,White,White,White,White
7139.jpeg,White,White,White,White
7140.jpeg,White,White,White,White
7141.jpg,White,White,White,White
715.jpg,Purple,Purple,Purple,Purple
7154.jpeg,White,White,White,White
7155.jpg,White,White,White,White
7156.jpg,White,White,White,White
716.jpg,Purple,Purple,Purple,Purple
721.jpg,Purple,Purple,Purple,Purple
752.jpg,Green,Green,Green,Green
753.jpg,Green,Green,Green,Green
754.jpg,Green,Green,Green,Green
755.jpg,Green,Green,Red,Green
767.jpg,Red,Red,Red,Red
768.jpg,Red,Red,Red,Red
988.jpg,Red,Red,Red,Red
989.jpg,Red,Red,Red,Red
990.jpg,Red,Red,Red,Red
991.jpg,Red,Red,Red,Red
992.jpg,Red,Red,Red,Red
993.jpg,Red,Yellow,Red,Red
994.jpg,Red,Red,Red,Red
995.jpg,Red,White,White,White
996.jpg,Red,Yellow,Yellow,Yellow
997.jpg,Red,Red,Red,Red
998.jpg,Red,Red,Red,Red
999.jpg,Red,Red,Red,Red
