id,Class,Binary_Predicted,Multiclass_Predicted,Ensemble_Predicted
6421.jpg,Yellow,Yellow,Yellow,Yellow
6422.jpg,Yellow,Yellow,Yellow,Yellow
6423.jpg,Yellow,Yellow,Yellow,Yellow
6424.jpg,Yellow,Yellow,Yellow,Yellow
6425.jpg,Yellow,Yellow,Yellow,Yellow
6426.jpg,Yellow,Yellow,Yellow,Yellow
643.jpg,Purple,Purple,Purple,Purple
6439.jpg,Yellow,Yellow,Yellow,Yellow
644.jpg,Purple,Purple,Purple,Purple
6440.jpg,Yellow,Yellow,Yellow,Yellow
645.jpg,Purple,Purple,Purple,Purple
646.jpg,Purple,Purple,Purple,Purple
647.jpg,Purple,Purple,Purple,Purple
648.jpg,Purple,Purple,Purple,Purple
649.jpg,Purple,Purple,Purple,Purple
6497.jpg,Yellow,Yellow,Yellow,Yellow
6498.jpg,Yellow,Yellow,Yellow,Yellow
6499.jpg,Yellow,Yellow,Yellow,Yellow
650.jpg,Purple,Purple,Purple,Purple
6500.jpg,Yellow,Yellow,Yellow,Yellow
6501.jpg,Yellow,Yellow,Yellow,Yellow
6502.jpg,Yellow,Yellow,Yellow,Yellow
6503.jpg,Yellow,Yellow,Yellow,Yellow
6509.jpg,Yellow,Yellow,Yellow,Yellow
651.jpg,Purple,Purple,Purple,Purple
6532.jpg,Yellow,Purple,Green,Purple
6533.jpg,Yellow,Yellow,Yellow,Yellow
6534.jpg,Yellow,Yellow,Yellow,Yellow
6539.jpg,Yellow,Yellow,Yellow,Yellow
6580.jpg,Yellow,Yellow,Yellow,Yellow
6581.jpg,Yellow,Yellow,Yellow,Yellow
6582.jpg,Yellow,Yellow,Yellow,Yellow
6583.jpg,Yellow,Yellow,Yellow,Yellow
6584.jpg,Yellow,Purple,Yellow,Purple
6585.jpg,Yellow,Yellow,Yellow,Yellow
6591.jpg,Yellow,Yellow,Yellow,Yellow
6668.jpg,Yellow,Yellow,Yellow,Yellow
6669.jpg,Yellow,Yellow,Yellow,Yellow
6670.jpg,Yellow,Yellow,Yellow,Yellow
6671.jpg,Yellow,Yellow,Yellow,Yellow
6672.jpg,Yellow,Yellow,Yellow,Yellow
6673.jpg,Yellow,Yellow,Yellow,Yellow
6674.jpg,Yellow,Yellow,Yellow,Yellow
6675.jpg,Yellow,Yellow,Yellow,Yellow
6676.jpg,Yellow,Yellow,Yellow,Yellow
6677.jpg,Yellow,Yellow,Yellow,Yellow
6690.jpg,Yellow,Yellow,Yellow,Yellow
6691.jpg,Yellow,Yellow,Yellow,Yellow
6709.jpg,Yellow,Yellow,Purple,Yellow
6710.jpg,Yellow,Yellow,Yellow,Yellow
6723.jpg,Yellow,Yellow,Yellow,Yellow
6824.jpg,Yellow,Yellow,Yellow,Yellow
6825.jpg,Yellow,Yellow,Yellow,Yellow
6826.jpg,Yellow,Yellow,Yellow,Yellow
6827.jpg,Yellow,Yellow,Yellow,Yellow
6828.jpg,Yellow,Yellow,Yellow,Yellow
6829.jpg,Yellow,Yellow,Yellow,Yellow
6830.jpg,Yellow,Yellow,Purple,Yellow
6831.jpg,Yellow,Yellow,Yellow,Yellow
6832.jpg,Yellow,Yellow,Yellow,Yellow
6833.jpg,Yellow,Yellow,Yellow,Yellow
6834.jpg,Yellow,Yellow,Yellow,Yellow
6835.jpg,Yellow,Yellow,Yellow,Yellow
6844.jpg,Yellow,Yellow,Yellow,Yellow
6851.jpg,Yellow,Yellow,Yellow,Yellow
6861.jpg,Yellow,Yellow,Yellow,Yellow
6877.jpg,Yellow,Yellow,Yellow,Yellow
6878.jpg,Yellow,Yellow,Yellow,Yellow
688.jpg,Yellow,Yellow,Yellow,Yellow
689.jpg,Yellow,Yellow,Purple,Yellow
6892.jpg,Yellow,Yellow,Yellow,Yellow
6893.jpg,Yellow,Yellow,Yellow,Yellow
690.jpg,Yellow,Yellow,Yellow,Yellow
691.jpg,Yellow,Yellow,Yellow,Yellow
6938.jpg,Green,Purple,Green,Purple
6939.jpg,Green,Green,Green,Green
6940.jpg,Green,Green,Purple,Purple
6941.jpg,Green,Green,Green,Green
6942.jpg,Green,Green,Green,Green
6943.jpg,Green,Yellow,Purple,Yellow
6949.jpg,Yellow,Yellow,Yellow,Yellow
695.jpg,Purple,Purple,Purple,Purple
6955.jpg,Yellow,Purple,Yellow,Purple
6962.jpg,Purple,Purple,Purple,Purple
6977.jpg,Yellow,Yellow,Green,Yellow
6978.jpg,Yellow,Green,Green,Green
7025.jpg,Yellow,Yellow,Yellow,Yellow
7026.jpg,Yellow,Yellow,Yellow,Yellow
7027.jpg,Yellow,Yellow,Yellow,Yellow
7028.jpg,Yellow,Yellow,Yellow,Yellow
7029.jpg,Yellow,Yellow,Yellow,Yellow
7030.jpg,Yellow,Yellow,Yellow,Yellow
7031.jpg,Yellow,Yellow,Yellow,Yellow
7036.jpg,Yellow,Yellow,Yellow,Yellow
7037.jpg,Yellow,Yellow,Yellow,Yellow
7038.jpg,Yellow,Yellow,Yellow,Yellow
7042.jpg,Purple,Purple,Purple,Purple
7043.jpg,Purple,Purple,Purple,Purple
7044.jpg,Purple,Purple,Purple,Purple
7045.jpg,Purple,Purple,Purple,Purple
7046.jpg,Purple,Purple,Purple,Purple
7047.jpg,Purple,Purple,Purple,Purple
7048.jpg,Purple,Yellow,Yellow,Yellow
7049.jpg,Purple,Yellow,Yellow,Yellow
7050.jpg,Purple,Purple,Purple,Purple
7051.jpg,Purple,Purple,Purple,Purple
7052.jpg,Purple,Purple,Purple,Purple
7053.jpg,Purple,Purple,Purple,Purple
7054.jpg,Purple,Purple,Purple,Purple
7055.jpg,Purple,Purple,Purple,Purple
7056.jpg,Purple,Purple,Purple,Purple
7057.jpg,Purple,Purple,Purple,Purple
7058.jpg,Purple,Purple,Purple,Purple
7059.jpg,Purple,Purple,Purple,Purple
7060.jpg,Purple,Purple,Purple,Purple
7061.jpg,Purple,Purple,Purple,Purple
7062.jpg,Purple,Purple,Purple,Purple
7063.jpg,Purple,Purple,Purple,Purple
7064.jpg,Purple,Purple,Purple,Purple
7065.jpg,Purple,Purple,Purple,Purple
7066.jpg,Yellow,Yellow,Yellow,Yellow
7067.jfif,Yellow,Yellow,Yellow,Yellow
7068.jfif,Yellow,Yellow,Yellow,Yellow
7069.jfif,Yellow,Yellow,Yellow,Yellow
7070.jpg,Yellow,Yellow,Yellow,Yellow
7071.jfif,Yellow,Yellow,Yellow,Yellow
7072.jpeg,Yellow,Yellow,Yellow,Yellow
7073.jpg,Yellow,Yellow,Yellow,Yellow
7074.jpg,Yellow,Yellow,Yellow,Yellow
7075.jpg,Yellow,Yellow,Yellow,Yellow
7076.jpg,Yellow,Yellow,Yellow,Yellow
7077.jpg,Yellow,Yellow,Purple,Yellow
7078.jpg,Yellow,Yellow,Yellow,Yellow
7079.jpg,Yellow,Yellow,Yellow,Yellow
7080.jpeg,Yellow,Yellow,Yellow,Yellow
7081.jpeg,Yellow,Yellow,Yellow,Yellow
7082.jpeg,Yellow,Yellow,Yellow,Yellow
7083.jpeg,Yellow,Yellow,Yellow,Yellow
7084.jpeg,Yellow,Yellow,Yellow,Yellow
7085.jpeg,Yellow,Yellow,Yellow,Yellow
7086.jpeg,Yellow,Yellow,Yellow,Yellow
7087.jpeg,Purple,Purple,Purple,Purple
7088.jpg,Purple,Purple,Purple,Purple
7089.jpg,Purple,Purple,Purple,Purple
7090.jpg,Purple,Purple,Purple,Purple
7091.jpg,Purple,Purple,Purple,Purple
7092.jpg,Purple,Purple,Purple,Purple
7093.jpeg,Purple,Purple,Purple,Purple
7094.jpeg,Purple,Purple,Purple,Purple
7095.jpeg,Purple,Purple,Purple,Purple
7096.jpeg,Purple,Purple,Purple,Purple
7097.jpeg,Purple,Purple,Purple,Purple
7098.jpeg,Purple,Purple,Purple,Purple
7099.jpg,Yellow,Yellow,Yellow,Yellow
7100.jpg,Yellow,Yellow,Yellow,Yellow
7101.jpg,Yellow,Yellow,Yellow,Yellow
7102.jpg,Yellow,Yellow,Yellow,Yellow
7103.jpg,Yellow,Yellow,Yellow,Yellow
7104.jpg,Yellow,Yellow,Yellow,Yellow
7105.jpg,Yellow,Yellow,Yellow,Yellow
7106.jpg,Yellow,Yellow,Yellow,Yellow
7107.jpg,Yellow,Yellow,Yellow,Yellow
7108.jpg,Yellow,Yellow,Yellow,Yellow
7109.jpg,Yellow,Yellow,Yellow,Yellow
7110.jpg,Yellow,Yellow,Yellow,Yellow
7111.jpg,Yellow,Yellow,Yellow,Yellow
7112.jpg,Yellow,Yellow,Yellow,Yellow
7113.jpg,Yellow,Yellow,Yellow,Yellow
7114.jpeg,Yellow,Yellow,Yellow,Yellow
7115.jpeg,Yellow,Yellow,Yellow,Yellow
7116.jpeg,Yellow,Yellow,Yellow,Yellow
7117.jpeg,Yellow,Yellow,Yellow,Yellow
7118.jpeg,Yellow,Yellow,Yellow,Yellow
7120.jpg,Purple,Yellow,Yellow,Yellow
7121.jpg,Purple,Purple,Purple,Purple
7122.jpg,Purple,Purple,Purple,Purple
7123.jpg,Purple,Purple,Purple,Purple
7124.jpg,Purple,Purple,Purple,Purple
7125.jpg,Purple,Purple,Purple,Purple
7126.jpg,Purple,Purple,Purple,Purple
7127.jpg,Purple,Purple,Purple,Purple
7128.jpg,Purple,Purple,Yellow,Purple
7129.jpg,Purple,Green,Purple,Purple
7130.jpg,Purple,Yellow,Yellow,Yellow
7131.jpg,Purple,Purple,Purple,Purple
7137.jpeg,Yellow,Yellow,Yellow,Yellow
7138.jpeg,Yellow,Yellow,Yellow,Yellow
7139.jpeg,Yellow,Yellow,Yellow,Yellow
7140.jpeg,Yellow,Yellow,Yellow,Yellow
7141.jpg,Yellow,Yellow,Yellow,Yellow
715.jpg,Purple,Purple,Purple,Purple
7154.jpeg,Yellow,Yellow,Yellow,Yellow
7155.jpg,Yellow,Yellow,Yellow,Yellow
7156.jpg,Yellow,Yellow,Yellow,Yellow
716.jpg,Purple,Purple,Purple,Purple
721.jpg,Purple,Purple,Purple,Purple
752.jpg,Red,Red,Red,Red
753.jpg,Red,Red,Red,Red
754.jpg,Red,Red,Red,Red
755.jpg,Red,Green,Purple,Purple
767.jpg,Red,Red,Red,Red
768.jpg,Red,Red,Red,Red
988.jpg,Yellow,Yellow,Yellow,Yellow
989.jpg,Yellow,Yellow,Yellow,Yellow
990.jpg,Yellow,Yellow,Yellow,Yellow
991.jpg,Yellow,Yellow,Yellow,Yellow
992.jpg,Yellow,Yellow,Yellow,Yellow
993.jpg,Yellow,Yellow,Yellow,Yellow
994.jpg,Yellow,Yellow,Yellow,Yellow
995.jpg,Yellow,Yellow,Yellow,Yellow
996.jpg,Yellow,Yellow,Yellow,Yellow
997.jpg,Yellow,Yellow,Yellow,Yellow
998.jpg,Yellow,Yellow,Yellow,Yellow
999.jpg,Yellow,Yellow,Yellow,Yellow
