id,Class,Binary_Predicted,Multiclass_Predicted,Ensemble_Predicted
6828.jpg,Yellow,Yellow,Yellow,Yellow
6829.jpg,Yellow,Yellow,Green,Green
6830.jpg,Yellow,Green,Green,Green
6831.jpg,Yellow,Yellow,Yellow,Yellow
6832.jpg,Yellow,Yellow,Yellow,Yellow
6833.jpg,Yellow,Green,Green,Green
6834.jpg,Yellow,Yellow,Yellow,Yellow
6835.jpg,Yellow,Yellow,Yellow,Yellow
6844.jpg,Yellow,Yellow,Yellow,Yellow
6851.jpg,Yellow,Yellow,Yellow,Yellow
6861.jpg,Yellow,Yellow,Yellow,Yellow
6877.jpg,Yellow,Yellow,Yellow,Yellow
6878.jpg,Yellow,Yellow,Yellow,Yellow
688.jpg,Yellow,Yellow,Yellow,Yellow
689.jpg,Yellow,Yellow,Yellow,Yellow
6892.jpg,Yellow,Yellow,Yellow,Yellow
6893.jpg,Yellow,Yellow,Yellow,Yellow
690.jpg,Yellow,Yellow,Yellow,Yellow
691.jpg,Yellow,Yellow,Yellow,Yellow
6938.jpg,Green,Green,Green,Green
6939.jpg,Green,Green,Green,Green
6940.jpg,Green,Green,Green,Green
6941.jpg,Green,Green,Green,Green
6942.jpg,Green,Green,Green,Green
6943.jpg,Green,Red,Purple,Purple
6949.jpg,Yellow,Yellow,Yellow,Yellow
695.jpg,Purple,Purple,Purple,Purple
6955.jpg,Purple,Purple,Purple,Purple
6962.jpg,Green,Red,Green,Green
6977.jpg,Green,Green,Green,Green
6978.jpg,Green,Green,Green,Green
7025.jpg,Yellow,Yellow,Yellow,Yellow
7026.jpg,Yellow,Yellow,Yellow,Yellow
7027.jpg,Yellow,Yellow,Yellow,Yellow
7028.jpg,Yellow,Yellow,Yellow,Yellow
7029.jpg,Yellow,Yellow,Red,Red
7030.jpg,Yellow,Yellow,Red,Red
7031.jpg,Yellow,Yellow,Red,Red
7036.jpg,Yellow,Yellow,Purple,Purple
7037.jpg,Yellow,Yellow,Yellow,Yellow
7038.jpg,Yellow,Yellow,Yellow,Yellow
7042.jpg,Purple,Purple,Purple,Purple
7043.jpg,Purple,Purple,Purple,Purple
7044.jpg,Purple,Purple,Purple,Purple
7045.jpg,Purple,Purple,Purple,Purple
7046.jpg,Purple,Purple,Purple,Purple
7047.jpg,Purple,Purple,Purple,Purple
7048.jpg,Purple,Yellow,Purple,Purple
7049.jpg,Purple,Yellow,Yellow,Yellow
7050.jpg,Purple,Purple,Purple,Purple
7051.jpg,Purple,Purple,Purple,Purple
7052.jpg,Purple,Purple,Red,Red
7053.jpg,Purple,Purple,Purple,Purple
7054.jpg,Purple,Purple,Purple,Purple
7055.jpg,Purple,Purple,Purple,Purple
7056.jpg,Purple,Purple,Purple,Purple
7057.jpg,Purple,Purple,Purple,Purple
7058.jpg,Purple,Purple,Purple,Purple
7059.jpg,Purple,Purple,Purple,Purple
7060.jpg,Purple,Purple,Purple,Purple
7061.jpg,Purple,Purple,Purple,Purple
7062.jpg,Purple,Purple,Purple,Purple
7063.jpg,Purple,Purple,Purple,Purple
7064.jpg,Purple,Purple,Purple,Purple
7065.jpg,Purple,Purple,Purple,Purple
7066.jpg,Red,Red,Red,Red
7067.jfif,Red,Red,Red,Red
7068.jfif,Red,Red,Red,Red
7069.jfif,Red,Red,Red,Red
7070.jpg,Red,Red,Red,Red
7071.jfif,Red,Red,Red,Red
7072.jpeg,Red,Red,Red,Red
7073.jpg,Red,Red,Red,Red
7074.jpg,Red,Red,Red,Red
7075.jpg,Red,Red,Red,Red
7076.jpg,Red,Red,Red,Red
7077.jpg,Red,Red,Yellow,Red
7078.jpg,Green,Green,Green,Green
7079.jpg,Green,Green,Green,Green
7080.jpeg,Green,Green,Green,Green
7081.jpeg,Green,Green,Green,Green
7082.jpeg,Green,Green,Green,Green
7083.jpeg,Green,Green,Green,Green
7084.jpeg,Green,Red,Red,Red
7085.jpeg,Green,Green,Green,Green
7086.jpeg,Green,Green,Green,Green
7087.jpeg,Red,Red,Red,Red
7088.jpg,Red,Red,Red,Red
7089.jpg,Red,Red,Red,Red
7090.jpg,Red,Red,Red,Red
7091.jpg,Red,Red,Red,Red
7092.jpg,Red,Red,Red,Red
7093.jpeg,Red,Red,Red,Red
7094.jpeg,Red,Red,Red,Red
7095.jpeg,Red,Red,Red,Red
7096.jpeg,Red,Red,Red,Red
7097.jpeg,Red,Red,Red,Red
7098.jpeg,Red,Red,Red,Red
7099.jpg,Red,Red,Red,Red
7100.jpg,Red,Red,Red,Red
7101.jpg,Red,Red,Red,Red
7102.jpg,Red,Red,Red,Red
7103.jpg,Red,Red,Red,Red
7104.jpg,Red,Red,Red,Red
7105.jpg,Red,Red,Red,Red
7106.jpg,Red,Red,Red,Red
7107.jpg,Red,Red,Red,Red
7108.jpg,Red,Red,Red,Red
7109.jpg,Red,Red,Red,Red
7110.jpg,Yellow,Yellow,Yellow,Yellow
7111.jpg,Yellow,Yellow,Red,Red
7112.jpg,Yellow,Yellow,Yellow,Yellow
7113.jpg,Yellow,Yellow,Yellow,Yellow
7114.jpeg,Yellow,Yellow,Yellow,Yellow
7115.jpeg,Yellow,Yellow,Yellow,Yellow
7116.jpeg,Yellow,Yellow,Yellow,Yellow
7117.jpeg,Yellow,Yellow,Yellow,Yellow
7118.jpeg,Yellow,Yellow,Yellow,Yellow
7120.jpg,Red,Red,Red,Red
7121.jpg,Red,Red,Green,Green
7122.jpg,Red,Red,Red,Red
7123.jpg,Red,Red,Red,Red
7124.jpg,Red,Red,Red,Red
7125.jpg,Red,Red,Red,Red
7126.jpg,Red,Red,Red,Red
7127.jpg,Red,Red,Red,Red
7128.jpg,Red,Green,Red,Red
7129.jpg,Red,Red,Red,Red
7130.jpg,Red,Green,Green,Green
7131.jpg,Red,Red,Red,Red
7137.jpeg,Yellow,Yellow,Yellow,Yellow
7138.jpeg,Yellow,Yellow,Yellow,Yellow
7139.jpeg,Yellow,Yellow,Yellow,Yellow
7140.jpeg,Yellow,Yellow,Yellow,Yellow
7141.jpg,Yellow,Yellow,Yellow,Yellow
715.jpg,Purple,Purple,Purple,Purple
7154.jpeg,Yellow,Yellow,Yellow,Yellow
7155.jpg,Yellow,Yellow,Yellow,Yellow
7156.jpg,Yellow,Yellow,Yellow,Yellow
716.jpg,Purple,Purple,Purple,Purple
721.jpg,Purple,Purple,Purple,Purple
752.jpg,Green,Yellow,Green,Green
753.jpg,Green,Green,Green,Green
754.jpg,Green,Green,Green,Green
755.jpg,Green,Red,Green,Green
767.jpg,Red,Red,Red,Red
768.jpg,Red,Red,Red,Red
988.jpg,Red,Red,Red,Red
989.jpg,Red,Red,Red,Red
990.jpg,Red,Red,Red,Red
991.jpg,Red,Red,Red,Red
992.jpg,Red,Red,Red,Red
993.jpg,Red,Red,Red,Red
994.jpg,Red,Red,Red,Red
995.jpg,Red,Yellow,Red,Red
996.jpg,Red,Yellow,Yellow,Yellow
997.jpg,Red,Purple,Red,Red
998.jpg,Red,Red,Red,Red
999.jpg,Red,Red,Red,Red
