id,Class,Binary_Predicted,Multiclass_Predicted,Ensemble_Predicted
6289.jpg,Red,Red,Red,Red
6290.jpg,Red,Red,Red,Red
6300.jpg,White,White,White,White
6312.jpg,Purple,Purple,Purple,Purple
634.jpg,Purple,Purple,Purple,Purple
635.jpg,Purple,Purple,Purple,Purple
636.jpg,Purple,Purple,Purple,Purple
637.jpg,Purple,Purple,Purple,Purple
638.jpg,Purple,Purple,Purple,Purple
639.jpg,Purple,Purple,Purple,Purple
640.jpg,Purple,Purple,Purple,Purple
641.jpg,Purple,Purple,Purple,Purple
6415.jpg,White,White,White,White
6416.jpg,White,White,White,White
6417.jpg,White,White,White,White
6418.jpg,White,White,White,White
6419.jpg,White,White,White,White
642.jpg,Purple,Purple,Purple,Purple
6420.jpg,White,White,White,White
6421.jpg,White,White,White,White
6422.jpg,White,White,White,White
6423.jpg,White,White,White,White
6424.jpg,White,White,White,White
6425.jpg,White,White,White,White
6426.jpg,White,White,White,White
643.jpg,Purple,Purple,Purple,Purple
6439.jpg,White,White,White,White
644.jpg,Purple,Purple,Purple,Purple
6440.jpg,White,White,White,White
645.jpg,Purple,Purple,Purple,Purple
646.jpg,Purple,Purple,Purple,Purple
647.jpg,Purple,Purple,Purple,Purple
648.jpg,Purple,Purple,Purple,Purple
649.jpg,Purple,Purple,Purple,Purple
6497.jpg,White,White,White,White
6498.jpg,White,White,White,White
6499.jpg,White,White,White,White
650.jpg,Purple,YellowPurple,Purple,Purple
6500.jpg,White,White,White,White
6501.jpg,White,White,White,White
6502.jpg,White,White,White,White
6503.jpg,White,White,White,White
6509.jpg,White,White,White,White
651.jpg,Purple,Purple,Purple,Purple
6532.jpg,White,White,Purple,Purple
6533.jpg,White,White,White,White
6534.jpg,White,White,White,White
6539.jpg,White,White,White,White
6580.jpg,White,White,White,White
6581.jpg,White,White,White,White
6582.jpg,White,White,White,White
6583.jpg,White,White,White,White
6584.jpg,White,White,White,White
6585.jpg,White,White,White,White
6591.jpg,White,White,White,White
6668.jpg,White,White,White,White
6669.jpg,White,White,White,White
6670.jpg,White,White,White,White
6671.jpg,White,White,White,White
6672.jpg,White,White,White,White
6673.jpg,White,White,White,White
6674.jpg,White,White,White,White
6675.jpg,White,White,White,White
6676.jpg,White,White,White,White
6677.jpg,White,White,White,White
6690.jpg,White,White,White,White
6691.jpg,White,White,White,White
6709.jpg,White,White,White,White
6710.jpg,White,White,White,White
6723.jpg,White,White,White,White
6824.jpg,White,White,White,White
6825.jpg,White,White,White,White
6826.jpg,White,Green,Green,Green
6827.jpg,White,White,White,White
6828.jpg,White,White,White,White
6829.jpg,White,White,White,White
6830.jpg,White,Green,GreenRed,Green
6831.jpg,White,White,White,White
6832.jpg,White,White,Green,White
6833.jpg,White,Green,Green,Green
6834.jpg,White,White,White,White
6835.jpg,White,White,White,White
6844.jpg,White,White,White,White
6851.jpg,White,White,White,White
6861.jpg,White,White,White,White
6877.jpg,White,White,White,White
6878.jpg,White,White,White,White
688.jpg,White,White,White,White
689.jpg,White,White,White,White
6892.jpg,White,White,White,White
6893.jpg,White,White,White,White
690.jpg,White,White,White,White
691.jpg,White,White,White,White
6938.jpg,GreenRed,Green,Purple,Green
6939.jpg,GreenRed,GreenRed,GreenRed,GreenRed
6940.jpg,GreenRed,GreenRed,GreenRed,GreenRed
6941.jpg,GreenRed,GreenRed,GreenRed,GreenRed
6942.jpg,GreenRed,GreenRed,GreenRed,GreenRed
6943.jpg,GreenRed,GreenWhite,GreenRed,GreenRed
6949.jpg,RedYellow,RedYellow,RedYellow,RedYellow
695.jpg,Purple,Purple,Purple,Purple
6955.jpg,Purple,Purple,Purple,Purple
6962.jpg,Green,Green,Green,Green
6977.jpg,Green,Green,Green,Green
6978.jpg,Green,Green,GreenRed,Green
7025.jpg,White,White,White,White
7026.jpg,White,White,White,White
7027.jpg,White,White,White,White
7028.jpg,White,White,White,White
7029.jpg,White,White,White,White
7030.jpg,White,White,White,White
7031.jpg,White,RedYellow,RedYellow,RedYellow
7036.jpg,PurpleWhite,Purple,Purple,Purple
7037.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
7038.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
7042.jpg,Purple,Purple,Purple,Purple
7043.jpg,Purple,Purple,Purple,Purple
7044.jpg,Purple,Purple,Purple,Purple
7045.jpg,Purple,Purple,Purple,Purple
7046.jpg,Purple,Purple,Purple,Purple
7047.jpg,Purple,Purple,Purple,Purple
7048.jpg,Purple,White,Purple,Purple
7049.jpg,Purple,Purple,White,Purple
7050.jpg,Purple,Purple,Purple,Purple
7051.jpg,Purple,Purple,Purple,Purple
7052.jpg,Purple,Purple,Purple,Purple
7053.jpg,Purple,Purple,Purple,Purple
7054.jpg,Purple,Purple,Purple,Purple
7055.jpg,Purple,Purple,Purple,Purple
7056.jpg,Purple,Purple,Purple,Purple
7057.jpg,Purple,Purple,Purple,Purple
7058.jpg,Purple,Purple,Purple,Purple
7059.jpg,Purple,Purple,Purple,Purple
7060.jpg,Purple,Purple,Purple,Purple
7061.jpg,Purple,Purple,Purple,Purple
7062.jpg,Purple,Purple,Purple,Purple
7063.jpg,Purple,Purple,Purple,Purple
7064.jpg,Purple,Purple,Purple,Purple
7065.jpg,Purple,Purple,Purple,Purple
7066.jpg,RedYellow,RedYellow,RedYellow,RedYellow
7067.jfif,RedYellow,RedYellow,RedYellow,RedYellow
7068.jfif,RedYellow,RedYellow,RedYellow,RedYellow
7069.jfif,RedYellow,RedYellow,RedYellow,RedYellow
7070.jpg,RedYellow,RedYellow,RedYellow,RedYellow
7071.jfif,RedYellow,RedYellow,RedYellow,RedYellow
7072.jpeg,RedYellow,RedYellow,RedYellow,RedYellow
7073.jpg,RedYellow,RedYellow,RedYellow,RedYellow
7074.jpg,RedYellow,RedYellow,RedYellow,RedYellow
7075.jpg,RedYellow,RedYellow,RedYellow,RedYellow
7076.jpg,RedYellow,RedYellow,RedYellow,RedYellow
7077.jpg,RedYellow,RedYellow,RedYellow,RedYellow
7078.jpg,Green,Green,Green,Green
7079.jpg,Green,Green,Green,Green
7080.jpeg,Green,Green,Green,Green
7081.jpeg,Green,Green,Green,Green
7082.jpeg,Green,Green,Green,Green
7083.jpeg,Green,Green,Green,Green
7084.jpeg,Green,RedYellow,RedYellow,RedYellow
7085.jpeg,Green,Green,Green,Green
7086.jpeg,Green,Green,Green,Green
7087.jpeg,GreenRed,GreenRed,GreenRed,GreenRed
7088.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7089.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7090.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7091.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7092.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7093.jpeg,GreenRed,GreenRed,GreenRed,GreenRed
7094.jpeg,GreenRed,GreenRed,GreenRed,GreenRed
7095.jpeg,GreenRed,GreenRed,GreenRed,GreenRed
7096.jpeg,GreenRed,GreenRed,GreenRed,GreenRed
7097.jpeg,GreenRed,GreenRed,GreenRed,GreenRed
7098.jpeg,GreenRed,GreenRed,GreenRed,GreenRed
7099.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7100.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7101.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7102.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7103.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7104.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7105.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7106.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7107.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7108.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7109.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7110.jpg,White,White,White,White
7111.jpg,White,GreenRed,GreenRed,GreenRed
7112.jpg,White,White,White,White
7113.jpg,White,White,White,White
7114.jpeg,White,White,White,White
7115.jpeg,White,White,White,White
7116.jpeg,White,White,White,White
7117.jpeg,White,White,White,White
7118.jpeg,White,White,White,White
7120.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7121.jpg,GreenRed,Red,Green,GreenRed
7122.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7123.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7124.jpg,GreenRed,Green,GreenRed,Green
7125.jpg,GreenRed,GreenRed,Purple,Purple
7126.jpg,GreenRed,Purple,GreenRed,GreenRed
7127.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7128.jpg,GreenRed,Green,GreenRed,Green
7129.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7130.jpg,GreenRed,Green,Green,Green
7131.jpg,GreenRed,GreenRed,GreenRed,GreenRed
7137.jpeg,White,GreenWhite,White,White
7138.jpeg,White,White,White,White
7139.jpeg,White,GreenWhite,White,White
7140.jpeg,White,White,White,White
7141.jpg,White,White,White,White
715.jpg,Purple,Purple,Purple,Purple
7154.jpeg,White,White,White,White
7155.jpg,White,White,White,White
7156.jpg,White,White,White,White
716.jpg,Purple,Purple,Purple,Purple
721.jpg,Purple,Purple,Purple,Purple
752.jpg,Green,Green,RedYellow,Green
753.jpg,Green,Green,YellowPurple,Green
754.jpg,Green,Green,Green,Green
755.jpg,Green,Green,GreenRed,Green
767.jpg,RedYellow,RedYellow,RedYellow,RedYellow
768.jpg,RedYellow,RedYellow,RedYellow,RedYellow
988.jpg,RedYellow,RedYellow,RedYellow,RedYellow
989.jpg,RedYellow,RedYellow,RedYellow,RedYellow
990.jpg,RedYellow,RedYellow,RedYellow,RedYellow
991.jpg,RedYellow,RedYellow,RedYellow,RedYellow
992.jpg,RedYellow,GreenRed,GreenRed,GreenRed
993.jpg,RedYellow,RedYellow,RedYellow,RedYellow
994.jpg,RedYellow,RedYellow,RedYellow,RedYellow
995.jpg,RedYellow,RedYellow,Purple,RedYellow
996.jpg,RedYellow,YellowPurple,RedYellow,RedYellow
997.jpg,RedYellow,RedYellow,Purple,RedYellow
998.jpg,RedYellow,RedYellow,RedYellow,RedYellow
999.jpg,RedYellow,RedYellow,RedYellow,RedYellow
